UNIQUD,NAME,Fold change (Stage1 DAM to Stage2 DAM),Z-value (Mann Whitney), -log10(p-value) Mann Whitney
Gm16957,Gm16957,0,,
Gm16958,Gm16958,0,,
Gm16960,Gm16960,0,,
Gm16961,Gm16961,0.005,0.6927,0.3111
Gm16962,Gm16962,0,,
Gm16964,Gm16964,0,,
Gm16965,Gm16965,0,,
Gm16966,Gm16966,0,,
Gm16967,Gm16967,0,,
Gm16968,Gm16968,0,,
Gm16969,Gm16969,0,,
Gm16970,Gm16970,0,,
Gm16971,Gm16971,0,,
Gm16972,Gm16972,0.007,-0.0168,0.0059
Gm16973,Gm16973,-0.0124,-1.2597,0.6824
Gm16976,Gm16976,0,,
Gm16977,Gm16977,0,,
Gm16978,Gm16978,0,,
Gm16979,Gm16979,0,,
Gm1698,Gm1698,0,,
Gm16980,Gm16980,0,,
Gm16981,Gm16981,0,,
Gm16982,Gm16982,0,,
Gm16983,Gm16983,-0.0026,-1.431,0.8169
Gm16984,Gm16984,0,,
Gm16986,Gm16986,0,,
Gm16987,Gm16987,0,,
Gm16988,Gm16988,0,,
Gm16989,Gm16989,0,,
Gm16990,Gm16990,0,,
Gm16994,Gm16994,0,,
Gm16996,Gm16996,0,,
Gm16997,Gm16997,0,,
Gm16998,Gm16998,0,,
Gm16999,Gm16999,0,,
Gm17000,Gm17000,0,,
Gm17002,Gm17002,0,,
Gm17003,Gm17003,0,,
Gm17004,Gm17004,0,,
Gm17006,Gm17006,0,,
Gm17007,Gm17007,0,,
Gm17008,Gm17008,0,,
Gm17009,Gm17009,0,,
Gm17010,Gm17010,0,,
Gm17011,Gm17011,0,,
Gm17012,Gm17012,0.0046,0.6927,0.3111
Gm17014,Gm17014,0,,
Gm17015,Gm17015,0,,
Gm17017,Gm17017,0,,
Gm17018,Gm17018,0,,
Gm17019,Gm17019,0,,
Gm17020,Gm17020,0,,
Gm17021,Gm17021,0,,
Gm17022,Gm17022,0,,
Gm17023,Gm17023,0,,
Gm17024,Gm17024,0,,
Gm17025,Gm17025,0,,
Gm17026,Gm17026,0,,
Gm17027,Gm17027,0,,
Gm17028,Gm17028,0,,
Gm17029,Gm17029,0,,
Gm17030,Gm17030,0,,
Gm17031,Gm17031,0,,
Gm17032,Gm17032,0,,
Gm17033,Gm17033,0,,
Gm17034,Gm17034,0,,
Gm17035,Gm17035,0,,
Gm17036,Gm17036,0,,
Gm17037,Gm17037,0,,
Gm17038,Gm17038,0,,
Gm17039,Gm17039,0,,
Gm17040,Gm17040,0,,
Gm17041,Gm17041,0,,
Gm17042,Gm17042,0,,
Gm17043,Gm17043,0,,
Gm17044,Gm17044,0,,
Gm17045,Gm17045,0,,
Gm17046,Gm17046,0,,
Gm17047,Gm17047,0,,
Gm17048,Gm17048,0,,
Gm17049,Gm17049,0,,
Gm17050,Gm17050,0,,
Gm17051,Gm17051,0,,
Gm17052,Gm17052,0,,
Gm17053,Gm17053,0,,
Gm17054,Gm17054,0,,
Gm17055,Gm17055,0,,
Gm17056,Gm17056,0,,
Gm17057,Gm17057,0,,
Gm17058,Gm17058,0,,
Gm17059,Gm17059,0,,
Gm17060,Gm17060,0.0083,0.6927,0.3111
Gm17061,Gm17061,0,,
Gm17062,Gm17062,0,,
Gm17063,Gm17063,0,,
Gm17064,Gm17064,0,,
Gm17065,Gm17065,0,,
Gm17066,Gm17066,-0.0225,-1.958,1.299
Gm17067,Gm17067,0,,
Gm17068,Gm17068,0,,
Gm17069,Gm17069,0,,
Gm17070,Gm17070,0,,
Gm17071,Gm17071,0,,
Gm17072,Gm17072,0,,
Gm17073,Gm17073,0,,
Gm17074,Gm17074,0,,
Gm17075,Gm17075,0,,
Gm17076,Gm17076,0,,
Gm17077,Gm17077,0,,
Gm17078,Gm17078,0,,
Gm17079,Gm17079,0,,
Gm17080,Gm17080,0,,
Gm17081,Gm17081,0,,
Gm17082,Gm17082,0,,
Gm17083,Gm17083,0.0008,0.6927,0.3111
Gm17084,Gm17084,-0.0613,-3.6005,3.4981
Gm17085,Gm17085,0,,
Gm17086,Gm17086,0,,
Gm17087,Gm17087,0,,
Gm17088,Gm17088,-0.0017,-1.431,0.8169
Gm17089,Gm17089,0,,
Gm17090,Gm17090,0,,
Gm17091,Gm17091,0,,
Gm17092,Gm17092,0,,
Gm17093,Gm17093,0,,
Gm17094,Gm17094,0,,
Gm17095,Gm17095,0,,
Gm17096,Gm17096,0,,
Gm17097,Gm17097,0,,
Gm17098,Gm17098,0,,
Gm17099,Gm17099,0,,
Gm17100,Gm17100,0,,
Gm17101,Gm17101,0,,
Gm17102,Gm17102,0,,
Gm17103,Gm17103,0,,
Gm17104,Gm17104,0,,
Gm17105,Gm17105,0,,
Gm17106,Gm17106,0,,
Gm17107,Gm17107,0,,
Gm17108,Gm17108,0,,
Gm17109,Gm17109,0,,
Gm17110,Gm17110,0,,
Gm17111,Gm17111,0,,
Gm17112,Gm17112,0.0017,0.6927,0.3111
Gm17113,Gm17113,0,,
Gm17114,Gm17114,0,,
Gm17115,Gm17115,0,,
Gm17116,Gm17116,0,,
Gm17117,Gm17117,0,,
Gm17118,Gm17118,0,,
Gm17119,Gm17119,0,,
Gm17120,Gm17120,0,,
Gm17121,Gm17121,0,,
Gm17122,Gm17122,0.0029,0.6927,0.3111
Gm17124,Gm17124,0,,
Gm17125,Gm17125,0,,
Gm17126,Gm17126,0,,
Gm17127,Gm17127,0,,
Gm17128,Gm17128,0,,
Gm17129,Gm17129,0,,
Gm17130,Gm17130,0,,
Gm17131,Gm17131,0,,
Gm17132,Gm17132,0,,
Gm17133,Gm17133,0,,
Gm17134,Gm17134,0,,
Gm17135,Gm17135,0,,
Gm17136,Gm17136,0,,
Gm17137,Gm17137,0,,
Gm17138,Gm17138,0,,
Gm17139,Gm17139,0,,
Gm17140,Gm17140,0,,
Gm17141,Gm17141,0,,
Gm17142,Gm17142,0,,
Gm17143,Gm17143,0,,
Gm17144,Gm17144,0,,
Gm17145,Gm17145,0,,
Gm17146,Gm17146,0,,
Gm17147,Gm17147,0,,
Gm17148,Gm17148,0,,
Gm17149,Gm17149,0.0071,0.6927,0.3111
Gm17150,Gm17150,0.0087,1.3956,0.7883
Gm17151,Gm17151,0,,
Gm17152,Gm17152,0,,
Gm17153,Gm17153,0,,
Gm17154,Gm17154,0,,
Gm17155,Gm17155,0,,
Gm17156,Gm17156,0,,
Gm17157,Gm17157,0,,
Gm17158,Gm17158,0,,
Gm17159,Gm17159,0,,
Gm17160,Gm17160,-0.0034,-1.431,0.8169
Gm17161,Gm17161,0,,
Gm17162,Gm17162,0,,
Gm17163,Gm17163,0,,
Gm17164,Gm17164,0,,
Gm17165,Gm17165,0,,
Gm17166,Gm17166,0,,
Gm17167,Gm17167,0,,
Gm17168,Gm17168,0,,
Gm17169,Gm17169,0,,
Gm17170,Gm17170,0,,
Gm17171,Gm17171,0,,
Gm17172,Gm17172,0,,
Gm17173,Gm17173,0,,
Gm17174,Gm17174,0,,
Gm17175,Gm17175,0,,
Gm17176,Gm17176,0,,
Gm17177,Gm17177,0,,
Gm17178,Gm17178,0,,
Gm17179,Gm17179,0,,
Gm17180,Gm17180,0,,
Gm17181,Gm17181,0,,
Gm17182,Gm17182,0,,
Gm17183,Gm17183,0,,
Gm17184,Gm17184,0,,
Gm17185,Gm17185,0,,
Gm17186,Gm17186,0,,
Gm17187,Gm17187,0,,
Gm17188,Gm17188,0,,
Gm17189,Gm17189,0,,
Gm17190,Gm17190,0,,
Gm17191,Gm17191,0,,
Gm17192,Gm17192,0,,
Gm17193,Gm17193,0,,
Gm17194,Gm17194,0,,
Gm17195,Gm17195,-0.0117,-0.765,0.3523
Gm17196,Gm17196,0,,
Gm17197,Gm17197,0,,
Gm17198,Gm17198,0,,
Gm17199,Gm17199,-0.006,-1.431,0.8169
Gm1720,Gm1720,0,,
Gm17200,Gm17200,0,,
Gm17201,Gm17201,0,,
Gm17202,Gm17202,0,,
Gm17203,Gm17203,0,,
Gm17204,Gm17204,0,,
Gm17205,Gm17205,0,,
Gm17206,Gm17206,0,,
Gm17207,Gm17207,0,,
Gm17208,Gm17208,0,,
Gm17209,Gm17209,0,,
Gm17210,Gm17210,0,,
Gm17211,Gm17211,0,,
Gm17212,Gm17212,0,,
Gm17213,Gm17213,0,,
Gm17214,Gm17214,0.0025,-1.2942,0.7086
Gm17215,Gm17215,0,,
Gm17216,Gm17216,0,,
Gm17217,Gm17217,0,,
Gm17218,Gm17218,0,,
Gm17219,Gm17219,0,,
Gm17220,Gm17220,0,,
Gm17221,Gm17221,0,,
Gm17222,Gm17222,0.0021,0.6927,0.3111
Gm17223,Gm17223,0,,
Gm17224,Gm17224,0,,
Gm17225,Gm17225,0,,
Gm17226,Gm17226,0,,
Gm17227,Gm17227,0,,
Gm17228,Gm17228,0,,
Gm17229,Gm17229,0,,
Gm17230,Gm17230,0,,
Gm17231,Gm17231,0,,
Gm17232,Gm17232,0,,
Gm17233,Gm17233,0,,
Gm17234,Gm17234,0,,
Gm17235,Gm17235,0.0004,0.6927,0.3111
Gm17236,Gm17236,0,,
Gm17237,Gm17237,0,,
Gm17238,Gm17238,0,,
Gm17239,Gm17239,0,,
Gm17240,Gm17240,0,,
Gm17241,Gm17241,0.1181,0.0084,0.0029
Gm17242,Gm17242,0,,
Gm17243,Gm17243,0,,
Gm17244,Gm17244,0,,
Gm17245,Gm17245,0,,
Gm17246,Gm17246,0,,
Gm17247,Gm17247,0,,
Gm17248,Gm17248,0,,
Gm17249,Gm17249,0,,
Gm17250,Gm17250,0,,
Gm17251,Gm17251,0.0023,-0.7342,0.3346
Gm17252,Gm17252,0,,
Gm17253,Gm17253,0,,
Gm17254,Gm17254,0,,
Gm17255,Gm17255,0,,
Gm17256,Gm17256,0,,
Gm17257,Gm17257,0.0069,-0.7288,0.3315
Gm17258,Gm17258,0,,
Gm17259,Gm17259,0.008,-1.2501,0.6751
Gm17260,Gm17260,0,,
Gm17261,Gm17261,0,,
Gm17262,Gm17262,0,,
Gm17263,Gm17263,0,,
Gm17264,Gm17264,0,,
Gm17265,Gm17265,0,,
Gm17266,Gm17266,0,,
Gm17267,Gm17267,0,,
Gm17268,Gm17268,0,,
Gm17269,Gm17269,0,,
Gm17270,Gm17270,0,,
Gm17271,Gm17271,0.0134,1.672,1.0245
Gm17272,Gm17272,0,,
Gm17273,Gm17273,0,,
Gm17274,Gm17274,0,,
Gm17275,Gm17275,0,,
Gm17276,Gm17276,0,,
Gm17277,Gm17277,0,,
Gm17278,Gm17278,0,,
Gm17279,Gm17279,0,,
Gm17280,Gm17280,0,,
Gm17281,Gm17281,0,,
Gm17282,Gm17282,0,,
Gm17283,Gm17283,0,,
Gm17284,Gm17284,0,,
Gm17285,Gm17285,0,,
Gm17286,Gm17286,0,,
Gm17287,Gm17287,0,,
Gm17288,Gm17288,0,,
Gm17289,Gm17289,0,,
Gm17290,Gm17290,0,,
Gm17291,Gm17291,0,,
Gm17292,Gm17292,0,,
Gm17293,Gm17293,0,,
Gm17294,Gm17294,0,,
Gm17295,Gm17295,0,,
Gm17296,Gm17296,0,,
Gm17297,Gm17297,0,,
Gm17298,Gm17298,0,,
Gm17299,Gm17299,0,,
Gm17300,Gm17300,0,,
Gm17301,Gm17301,-0.0034,-1.431,0.8169
Gm17302,Gm17302,0,,
Gm17303,Gm17303,0,,
Gm17304,Gm17304,0,,
Gm17305,Gm17305,0,,
Gm17306,Gm17306,-0.0009,-1.431,0.8169
Gm17307,Gm17307,0,,
Gm17308,Gm17308,0,,
Gm17309,Gm17309,0,,
Gm17310,Gm17310,0,,
Gm17311,Gm17311,0,,
Gm17312,Gm17312,-0.0009,-1.431,0.8169
Gm17315,Gm17315,0,,
Gm17316,Gm17316,0,,
Gm17317,Gm17317,0,,
Gm17320,Gm17320,0,,
Gm17321,Gm17321,0,,
Gm17322,Gm17322,0,,
Gm17323,Gm17323,0,,
Gm17324,Gm17324,-0.0043,-1.431,0.8169
Gm17325,Gm17325,0,,
Gm17326,Gm17326,0,,
Gm17327,Gm17327,0.0037,0.6927,0.3111
Gm17328,Gm17328,0,,
Gm17329,Gm17329,0,,
Gm17330,Gm17330,0,,
Gm17332,Gm17332,0,,
Gm17333,Gm17333,0,,
Gm17334,Gm17334,0,,
Gm17335,Gm17335,0,,
Gm17336,Gm17336,0,,
Gm17337,Gm17337,0,,
Gm17338,Gm17338,0,,
Gm17339,Gm17339,0,,
Gm17340,Gm17340,0,,
Gm17341,Gm17341,0,,
Gm17342,Gm17342,0,,
Gm17343,Gm17343,0,,
Gm17344,Gm17344,0,,
Gm17345,Gm17345,0,,
Gm17346,Gm17346,0,,
Gm17347,Gm17347,0,,
Gm17348,Gm17348,0,,
Gm17349,Gm17349,0,,
Gm17350,Gm17350,0,,
Gm17351,Gm17351,0,,
Gm17352,Gm17352,-0.0034,-1.431,0.8169
Gm17353,Gm17353,0,,
Gm17354,Gm17354,0,,
Gm17355,Gm17355,0,,
Gm17356,Gm17356,0,,
Gm17357,Gm17357,0,,
Gm17358,Gm17358,0,,
Gm17359,Gm17359,0,,
Gm17360,Gm17360,0,,
Gm17361,Gm17361,0,,
Gm17362,Gm17362,0,,
Gm17363,Gm17363,0,,
Gm17364,Gm17364,0,,
Gm17365,Gm17365,0,,
Gm17366,Gm17366,0,,
Gm17367,Gm17367,0,,
Gm17368,Gm17368,0,,
Gm17369,Gm17369,-0.0043,-1.431,0.8169
Gm17370,Gm17370,0,,
Gm17371,Gm17371,0,,
Gm17372,Gm17372,0,,
Gm17373,Gm17373,0,,
Gm17374,Gm17374,0,,
Gm17375,Gm17375,0,,
Gm17376,Gm17376,0,,
Gm17377,Gm17377,0,,
Gm17378,Gm17378,0,,
Gm17379,Gm17379,0,,
Gm17380,Gm17380,0,,
Gm17381,Gm17381,0,,
Gm17382,Gm17382,0,,
Gm17383,Gm17383,0.0434,-1.2571,0.6804
Gm17384,Gm17384,0,,
Gm17385,Gm17385,0,,
Gm17386,Gm17386,0,,
Gm17387,Gm17387,0,,
Gm17388,Gm17388,0,,
Gm17390,Gm17390,0,,
Gm17391,Gm17391,0,,
Gm17392,Gm17392,0,,
Gm17393,Gm17393,0,,
Gm17394,Gm17394,0,,
Gm17395,Gm17395,0,,
Gm17396,Gm17396,0,,
Gm17397,Gm17397,0,,
Gm17398,Gm17398,0,,
Gm17399,Gm17399,0.0033,0.6927,0.3111
Gm17400,Gm17400,0,,
Gm17401,Gm17401,0,,
Gm17402,Gm17402,0,,
Gm17403,Gm17403,-0.0026,-1.431,0.8169
Gm17404,Gm17404,0,,
Gm17405,Gm17405,0,,
Gm17406,Gm17406,0,,
Gm17407,Gm17407,0,,
Gm17408,Gm17408,-0.0137,-2.8765,2.3957
Gm17409,Gm17409,0,,
Gm17410,Gm17410,0,,
Gm17411,Gm17411,0,,
Gm17412,Gm17412,0,,
Gm17413,Gm17413,0,,
Gm17414,Gm17414,0,,
Gm17415,Gm17415,0.0385,1.052,0.5334
Gm17416,Gm17416,0,,
Gm17417,Gm17417,0,,
Gm17418,Gm17418,0,,
Gm17419,Gm17419,0.0129,0.9835,0.4876
Gm17420,Gm17420,0,,
Gm17421,Gm17421,0,,
Gm17422,Gm17422,0,,
Gm17423,Gm17423,0,,
Gm17424,Gm17424,0,,
Gm17425,Gm17425,0,,
Gm17426,Gm17426,0,,
Gm17427,Gm17427,0,,
Gm17428,Gm17428,0,,
Gm17429,Gm17429,0,,
Gm17430,Gm17430,-0.0058,-1.4533,0.8352
Gm17431,Gm17431,0,,
Gm17432,Gm17432,-0.0043,-1.431,0.8169
Gm17433,Gm17433,0,,
Gm17434,Gm17434,0,,
Gm17435,Gm17435,0,,
Gm17436,Gm17436,0,,
Gm17437,Gm17437,0,,
Gm17438,Gm17438,0,,
Gm17439,Gm17439,0,,
Gm17440,Gm17440,0,,
Gm17441,Gm17441,-0.0281,-1.431,0.8169
Gm17442,Gm17442,0,,
Gm17443,Gm17443,0,,
Gm17444,Gm17444,0,,
Gm17445,Gm17445,0,,
Gm17446,Gm17446,0,,
Gm17447,Gm17447,0.0128,0.3307,0.1303
Gm17448,Gm17448,0,,
Gm17449,Gm17449,0,,
Gm17450,Gm17450,0.0073,-0.7321,0.3334
Gm17451,Gm17451,0,,
Gm17452,Gm17452,0,,
Gm17453,Gm17453,0,,
Gm17454,Gm17454,0,,
Gm17455,Gm17455,0,,
Gm17456,Gm17456,0,,
Gm17458,Gm17458,0,,
Gm17459,Gm17459,0,,
Gm17460,Gm17460,-0.0009,-1.431,0.8169
Gm17461,Gm17461,0,,
Gm17462,Gm17462,0,,
Gm17463,Gm17463,0,,
Gm17464,Gm17464,0,,
Gm17465,Gm17465,0.0046,0.6927,0.3111
Gm17466,Gm17466,0,,
Gm17467,Gm17467,0,,
Gm17468,Gm17468,0,,
Gm17469,Gm17469,0,,
Gm17470,Gm17470,0,,
Gm17471,Gm17471,0,,
Gm17472,Gm17472,0,,
Gm17473,Gm17473,0,,
Gm17474,Gm17474,0,,
Gm17475,Gm17475,0,,
Gm17476,Gm17476,0,,
Gm17477,Gm17477,0,,
Gm17478,Gm17478,0,,
Gm17479,Gm17479,0,,
Gm17480,Gm17480,0,,
Gm17481,Gm17481,0,,
Gm17482,Gm17482,0,,
Gm17483,Gm17483,0,,
Gm17484,Gm17484,0,,
Gm17485,Gm17485,0,,
Gm17486,Gm17486,0,,
Gm17487,Gm17487,0,,
Gm17488,Gm17488,0,,
Gm17489,Gm17489,0,,
Gm17490,Gm17490,0,,
Gm17491,Gm17491,-0.0043,-0.5226,0.2209
Gm17492,Gm17492,0,,
Gm17493,Gm17493,0,,
Gm17494,Gm17494,0,,
Gm17495,Gm17495,0,,
Gm17496,Gm17496,0,,
Gm17497,Gm17497,0,,
Gm17498,Gm17498,0,,
Gm17499,Gm17499,0,,
Gm17500,Gm17500,0,,
Gm17501,Gm17501,0,,
Gm17502,Gm17502,0,,
Gm17503,Gm17503,0,,
Gm17504,Gm17504,0,,
Gm17505,Gm17505,0,,
Gm17506,Gm17506,0.0161,-0.0278,0.0098
Gm17507,Gm17507,0,,
Gm17508,Gm17508,0,,
Gm17509,Gm17509,0,,
Gm17510,Gm17510,0.0037,0.6927,0.3111
Gm17511,Gm17511,-0.0181,-2.0057,1.3479
Gm17512,Gm17512,0,,
Gm17513,Gm17513,0,,
Gm17514,Gm17514,0,,
Gm17515,Gm17515,0,,
Gm17516,Gm17516,0,,
Gm17517,Gm17517,0,,
Gm17518,Gm17518,0,,
Gm17519,Gm17519,0,,
Gm17520,Gm17520,0,,
Gm17521,Gm17521,0,,
Gm17522,Gm17522,0,,
Gm17523,Gm17523,-0.0043,-1.431,0.8169
Gm17524,Gm17524,0,,
Gm17525,Gm17525,0,,
Gm17526,Gm17526,0,,
Gm17527,Gm17527,0.0013,0.6927,0.3111
Gm17528,Gm17528,0,,
Gm17529,Gm17529,0,,
Gm17530,Gm17530,0.0182,1.2069,0.6431
Gm17531,Gm17531,0,,
Gm17532,Gm17532,0,,
Gm17534,Gm17534,0,,
Gm17535,Gm17535,0,,
Gm17536,Gm17536,0,,
Gm17537,Gm17537,0,,
Gm17538,Gm17538,0.0026,-1.8012,1.1447
Gm17539,Gm17539,0,,
Gm17540,Gm17540,0,,
Gm17541,Gm17541,0.0487,1.7657,1.111
Gm17542,Gm17542,0,,
Gm17543,Gm17543,0,,
Gm17544,Gm17544,0,,
Gm17545,Gm17545,0,,
Gm17546,Gm17546,0,,
Gm17547,Gm17547,0,,
Gm17548,Gm17548,0,,
Gm17549,Gm17549,0,,
Gm17550,Gm17550,0,,
Gm17551,Gm17551,0,,
Gm17552,Gm17552,0,,
Gm17553,Gm17553,0,,
Gm17554,Gm17554,0,,
Gm17555,Gm17555,0,,
Gm17556,Gm17556,0,,
Gm17557,Gm17557,-0.0034,-1.431,0.8169
Gm17558,Gm17558,0,,
Gm17559,Gm17559,0,,
Gm17560,Gm17560,0,,
Gm17561,Gm17561,0,,
Gm17562,Gm17562,0,,
Gm17563,Gm17563,0,,
Gm17564,Gm17564,0,,
Gm17565,Gm17565,0,,
Gm17566,Gm17566,0,,
Gm17567,Gm17567,0,,
Gm17568,Gm17568,0,,
Gm17569,Gm17569,0,,
Gm17570,Gm17570,0,,
Gm17571,Gm17571,0,,
Gm17572,Gm17572,0,,
Gm17573,Gm17573,0,,
Gm17574,Gm17574,0,,
Gm17575,Gm17575,0,,
Gm17576,Gm17576,0,,
Gm17577,Gm17577,0,,
Gm17578,Gm17578,-0.006,-2.4881,1.8914
Gm17579,Gm17579,0,,
Gm1758,Gm1758,0,,
Gm17580,Gm17580,0,,
Gm17581,Gm17581,0,,
Gm17582,Gm17582,0,,
Gm17583,Gm17583,0,,
Gm17584,Gm17584,0,,
Gm17585,Gm17585,0,,
Gm17586,Gm17586,0.017,0.2381,0.0906
Gm17587,Gm17587,0,,
Gm17588,Gm17588,0,,
Gm17589,Gm17589,0.005,0.6927,0.3111
Gm17590,Gm17590,0,,
Gm17591,Gm17591,0,,
Gm17592,Gm17592,0.0042,0.9835,0.4876
Gm17593,Gm17593,0,,
Gm17594,Gm17594,0,,
Gm17595,Gm17595,0,,
Gm17596,Gm17596,0.0073,-0.5167,0.218
Gm17597,Gm17597,0,,
Gm17598,Gm17598,0,,
Gm17599,Gm17599,0,,
Gm17600,Gm17600,0,,
Gm17601,Gm17601,0,,
Gm17602,Gm17602,0,,
Gm17603,Gm17603,0,,
Gm17604,Gm17604,0,,
Gm17605,Gm17605,0,,
Gm17606,Gm17606,0,,
Gm17607,Gm17607,0,,
Gm17608,Gm17608,0.0046,0.6927,0.3111
Gm17609,Gm17609,0,,
Gm17610,Gm17610,0,,
Gm17611,Gm17611,0,,
Gm17612,Gm17612,0,,
Gm17613,Gm17613,0,,
Gm17614,Gm17614,0,,
Gm17615,Gm17615,0,,
Gm17616,Gm17616,0,,
Gm17617,Gm17617,0,,
Gm17618,Gm17618,0,,
Gm17619,Gm17619,0,,
Gm17620,Gm17620,0,,
Gm17621,Gm17621,0,,
Gm17622,Gm17622,0,,
Gm17623,Gm17623,0,,
Gm17624,Gm17624,0.0029,-1.0266,0.5163
Gm17625,Gm17625,0,,
Gm17626,Gm17626,0,,
Gm17627,Gm17627,0,,
Gm17628,Gm17628,0,,
Gm17629,Gm17629,0,,
Gm17630,Gm17630,0.0054,0.6927,0.3111
Gm17631,Gm17631,0,,
Gm17632,Gm17632,0,,
Gm17633,Gm17633,0,,
Gm17634,Gm17634,0,,
Gm17635,Gm17635,0,,
Gm17636,Gm17636,0,,
Gm17637,Gm17637,0,,
Gm17638,Gm17638,0,,
Gm17639,Gm17639,0,,
Gm17640,Gm17640,0,,
Gm17641,Gm17641,0,,
Gm17642,Gm17642,0,,
Gm17643,Gm17643,0,,
Gm17644,Gm17644,0,,
Gm17645,Gm17645,0,,
Gm17646,Gm17646,0,,
Gm17647,Gm17647,0,,
Gm17648,Gm17648,0,,
Gm17649,Gm17649,0,,
Gm17650,Gm17650,0,,
Gm17651,Gm17651,0,,
Gm17652,Gm17652,0,,
Gm17653,Gm17653,0,,
Gm17654,Gm17654,0,,
Gm17655,Gm17655,0,,
Gm17656,Gm17656,0,,
Gm17657,Gm17657,0,,
Gm17658,Gm17658,0,,
Gm17659,Gm17659,0,,
Gm17660,Gm17660,0,,
Gm17661,Gm17661,0,,
Gm17662,Gm17662,0,,
Gm17663,Gm17663,0,,
Gm17664,Gm17664,0,,
Gm17665,Gm17665,0,,
Gm17667,Gm17667,0,,
Gm17668,Gm17668,0,,
Gm17669,Gm17669,-0.0001,0.3224,0.1266
Gm17670,Gm17670,0,,
Gm17671,Gm17671,0,,
Gm17672,Gm17672,0,,
Gm17673,Gm17673,0,,
Gm17674,Gm17674,0,,
Gm17675,Gm17675,0,,
Gm17676,Gm17676,0,,
Gm17677,Gm17677,0,,
Gm17678,Gm17678,0,,
Gm17679,Gm17679,0,,
Gm17680,Gm17680,0,,
Gm17681,Gm17681,0.0062,0.6927,0.3111
Gm17682,Gm17682,0,,
Gm17683,Gm17683,0,,
Gm17684,Gm17684,0,,
Gm17685,Gm17685,0,,
Gm17686,Gm17686,0,,
Gm17687,Gm17687,0,,
Gm17688,Gm17688,0,,
Gm17689,Gm17689,0,,
Gm17690,Gm17690,0,,
Gm17691,Gm17691,0,,
Gm17692,Gm17692,0,,
Gm17693,Gm17693,0,,
Gm17694,Gm17694,0,,
Gm17695,Gm17695,0,,
Gm17696,Gm17696,0,,
Gm17697,Gm17697,0,,
Gm17698,Gm17698,0,,
Gm17699,Gm17699,0,,
Gm17700,Gm17700,0,,
Gm17701,Gm17701,0,,
Gm17702,Gm17702,0,,
Gm17703,Gm17703,0,,
Gm17704,Gm17704,0,,
Gm17705,Gm17705,-0.0406,-2.8765,2.3957
Gm17706,Gm17706,0,,
Gm17708,Gm17708,0,,
Gm17709,Gm17709,0.0029,0.6927,0.3111
Gm17710,Gm17710,0,,
Gm17711,Gm17711,-0.0094,-1.431,0.8169
Gm17712,Gm17712,-0.0009,-1.431,0.8169
Gm17713,Gm17713,0,,
Gm17714,Gm17714,0,,
Gm17715,Gm17715,0,,
Gm17716,Gm17716,0,,
Gm17717,Gm17717,0,,
Gm17718,Gm17718,0,,
Gm17719,Gm17719,0,,
Gm17720,Gm17720,0,,
Gm17721,Gm17721,0,,
Gm17722,Gm17722,0,,
Gm17723,Gm17723,0,,
Gm17724,Gm17724,0,,
Gm17725,Gm17725,0,,
Gm17726,Gm17726,0,,
Gm17727,Gm17727,0,,
Gm17728,Gm17728,0,,
Gm17729,Gm17729,0,,
Gm17730,Gm17730,0,,
Gm17731,Gm17731,0,,
Gm17732,Gm17732,0,,
Gm17733,Gm17733,0,,
Gm17734,Gm17734,0,,
Gm17735,Gm17735,0,,
Gm17782,Gm17782,0,,
Gm17919,Gm17919,0,,
Gm18128,Gm18128,0,,
Gm1815,Gm1815,0.0025,0.6927,0.3111
Gm1818,Gm1818,-0.0044,-2.2551,1.6175
Gm18191,Gm18191,0,,
Gm18199,Gm18199,0,,
Gm18200,Gm18200,0,,
Gm18201,Gm18201,0,,
Gm18202,Gm18202,0,,
Gm1821,Gm1821,-0.0057,-1.8904,1.2314
Gm1826,Gm1826,0,,
Gm18354,Gm18354,0,,
Gm18358,Gm18358,0,,
Gm18359,Gm18359,0,,
Gm18360,Gm18360,0,,
Gm1840,Gm1840,0.0032,-1.2942,0.7086
Gm1848,Gm1848,-0.0016,-1.4491,0.8318
Gm18520,Gm18520,0,,
Gm18522,Gm18522,0,,
Gm18560,Gm18560,0,,
Gm18604,Gm18604,0,,
Gm1862,Gm1862,0.0017,0.6927,0.3111
Gm1866,Gm1866,0,,
Gm18733,Gm18733,0,,
Gm18734,Gm18734,0,,
Gm18737,Gm18737,0.0062,-0.5167,0.218
Gm18779,Gm18779,0,,
Gm18808,Gm18808,0,,
Gm18833,Gm18833,0,,
Gm18958,Gm18958,0,,
Gm19203,Gm19203,0,,
Gm19246,Gm19246,0.0236,0.9835,0.4876
Gm1947,Gm1947,-0.0086,-1.431,0.8169
Gm1965,Gm1965,0,,
Gm1966,Gm1966,0.0051,-0.3426,0.1356
Gm1968,Gm1968,0,,
Gm1973,Gm1973,0,,
Gm1975,Gm1975,0,,
Gm1977,Gm1977,0,,
Gm1979,Gm1979,0,,
Gm1980,Gm1980,0,,
Gm19807,Gm19807,-0.0003,-1.8012,1.1447
Gm19840,Gm19840,0,,
Gm1987,Gm1987,0,,
Gm1989,Gm1989,0,,
Gm1992,Gm1992,0,,
Gm1993,Gm1993,0,,
Gm19980,Gm19980,0,,
Gm2000,Gm2000,0.13,-1.2465,0.6725
Gm2001,Gm2001,0,,
Gm2002,Gm2002,0,,
Gm2003,Gm2003,0,,
Gm2004,Gm2004,0,,
